package,dependency,kind,manifest
arcweft-agent-mcp,arcweft-runtime-driver,normal,crates/arcweft-agent-mcp/Cargo.toml
arcweft-agent-mcp,serde,normal,crates/arcweft-agent-mcp/Cargo.toml
arcweft-agent-mcp,serde_json,normal,crates/arcweft-agent-mcp/Cargo.toml
arcweft-agent-mcp-client,arcweft-agent-mcp,normal,crates/arcweft-agent-mcp-client/Cargo.toml
arcweft-agent-mcp-client,arcweft-agent-protocol,normal,crates/arcweft-agent-mcp-client/Cargo.toml
arcweft-agent-mcp-client,arcweft-agent-runner,normal,crates/arcweft-agent-mcp-client/Cargo.toml
arcweft-agent-mcp-client,serde,normal,crates/arcweft-agent-mcp-client/Cargo.toml
arcweft-agent-mcp-client,serde_json,normal,crates/arcweft-agent-mcp-client/Cargo.toml
arcweft-agent-mcp-client,thiserror,normal,crates/arcweft-agent-mcp-client/Cargo.toml
arcweft-agent-policy,arcweft-agent-protocol,normal,crates/arcweft-agent-policy/Cargo.toml
arcweft-agent-policy,arcweft-content-policy,normal,crates/arcweft-agent-policy/Cargo.toml
arcweft-agent-policy,arcweft-image,normal,crates/arcweft-agent-policy/Cargo.toml
arcweft-agent-policy,base64,normal,crates/arcweft-agent-policy/Cargo.toml
arcweft-agent-policy,blake3,normal,crates/arcweft-agent-policy/Cargo.toml
arcweft-agent-policy,png,normal,crates/arcweft-agent-policy/Cargo.toml
arcweft-agent-policy,serde,normal,crates/arcweft-agent-policy/Cargo.toml
arcweft-agent-policy,serde_json,normal,crates/arcweft-agent-policy/Cargo.toml
arcweft-agent-policy,thiserror,normal,crates/arcweft-agent-policy/Cargo.toml
arcweft-agent-protocol,arcweft-core,normal,crates/arcweft-agent-protocol/Cargo.toml
arcweft-agent-protocol,arcweft-layout,normal,crates/arcweft-agent-protocol/Cargo.toml
arcweft-agent-protocol,arcweft-render-text,normal,crates/arcweft-agent-protocol/Cargo.toml
arcweft-agent-protocol,base64,normal,crates/arcweft-agent-protocol/Cargo.toml
arcweft-agent-protocol,serde,normal,crates/arcweft-agent-protocol/Cargo.toml
arcweft-agent-protocol,serde_json,normal,crates/arcweft-agent-protocol/Cargo.toml
arcweft-agent-protocol,thiserror,normal,crates/arcweft-agent-protocol/Cargo.toml
arcweft-agent-repl,arcweft-agent-protocol,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-agent-runner,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-bundle,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-compiler,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-core,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-debug-model,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-lang-sema,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-lang-syntax,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-runtime-codegen,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-runtime-driver,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,arcweft-tooling,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,blake3,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,serde_json,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-repl,thiserror,normal,crates/arcweft-agent-repl/Cargo.toml
arcweft-agent-runner,arcweft-agent-protocol,normal,crates/arcweft-agent-runner/Cargo.toml
arcweft-agent-runner,arcweft-bundle,normal,crates/arcweft-agent-runner/Cargo.toml
arcweft-agent-runner,arcweft-core,normal,crates/arcweft-agent-runner/Cargo.toml
arcweft-agent-runner,arcweft-debug-model,normal,crates/arcweft-agent-runner/Cargo.toml
arcweft-agent-runner,arcweft-render-text,development,crates/arcweft-agent-runner/Cargo.toml
arcweft-agent-runner,serde,normal,crates/arcweft-agent-runner/Cargo.toml
arcweft-agent-runner,serde_json,normal,crates/arcweft-agent-runner/Cargo.toml
arcweft-agent-runner,thiserror,normal,crates/arcweft-agent-runner/Cargo.toml
arcweft-audio-codec,arcweft-audio-core,normal,crates/arcweft-audio-codec/Cargo.toml
arcweft-audio-codec,symphonia,normal,crates/arcweft-audio-codec/Cargo.toml
arcweft-audio-codec,thiserror,normal,crates/arcweft-audio-codec/Cargo.toml
arcweft-audio-core,arcweft-interaction-model,normal,crates/arcweft-audio-core/Cargo.toml
arcweft-audio-core,serde,normal,crates/arcweft-audio-core/Cargo.toml
arcweft-audio-core,serde_json,development,crates/arcweft-audio-core/Cargo.toml
arcweft-audio-core,thiserror,normal,crates/arcweft-audio-core/Cargo.toml
arcweft-audio-device-cpal,arcweft-audio-core,normal,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-device-cpal,arcweft-audio-mixer,normal,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-device-cpal,arcweft-interaction-model,normal,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-device-cpal,cpal,normal,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-device-cpal,js-sys,target,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-device-cpal,rtrb,normal,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-device-cpal,thiserror,normal,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-device-cpal,wasm-bindgen,target,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-device-cpal,wasm-bindgen-futures,target,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-device-cpal,web-sys,target,crates/arcweft-audio-device-cpal/Cargo.toml
arcweft-audio-mixer,arcweft-audio-core,normal,crates/arcweft-audio-mixer/Cargo.toml
arcweft-audio-mixer,arcweft-interaction-model,normal,crates/arcweft-audio-mixer/Cargo.toml
arcweft-audio-mixer,thiserror,normal,crates/arcweft-audio-mixer/Cargo.toml
arcweft-browser-bench,arcweft-core,target,crates/arcweft-browser-bench/Cargo.toml
arcweft-browser-bench,arcweft-runtime-accelerator,normal,crates/arcweft-browser-bench/Cargo.toml
arcweft-browser-bench,arcweft-runtime-accelerator,target,crates/arcweft-browser-bench/Cargo.toml
arcweft-browser-bench,js-sys,target,crates/arcweft-browser-bench/Cargo.toml
arcweft-browser-bench,serde,normal,crates/arcweft-browser-bench/Cargo.toml
arcweft-browser-bench,serde_json,normal,crates/arcweft-browser-bench/Cargo.toml
arcweft-browser-bench,thiserror,normal,crates/arcweft-browser-bench/Cargo.toml
arcweft-browser-bench,wasm-bindgen,target,crates/arcweft-browser-bench/Cargo.toml
arcweft-browser-bench,wasm-bindgen-futures,target,crates/arcweft-browser-bench/Cargo.toml
arcweft-browser-bench,web-sys,target,crates/arcweft-browser-bench/Cargo.toml
arcweft-bundle,apache-avro,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-agent-protocol,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-audio-core,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-character,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-core,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-data,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-id,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-interaction-model,development,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-layout,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-presentation,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-render-text,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-serde-bridge,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,arcweft-view,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,blake3,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,ciborium,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,ed25519-dalek,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,rmp-serde,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,serde,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,serde_json,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,thiserror,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,toml,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,yaml-rust2,normal,crates/arcweft-bundle/Cargo.toml
arcweft-bundle,zstd,normal,crates/arcweft-bundle/Cargo.toml
arcweft-character,arcweft-id,normal,crates/arcweft-character/Cargo.toml
arcweft-character,arcweft-source,normal,crates/arcweft-character/Cargo.toml
arcweft-character,blake3,normal,crates/arcweft-character/Cargo.toml
arcweft-character,serde,normal,crates/arcweft-character/Cargo.toml
arcweft-character,serde_json,normal,crates/arcweft-character/Cargo.toml
arcweft-character,thiserror,normal,crates/arcweft-character/Cargo.toml
arcweft-character-psd,arcweft-character,normal,crates/arcweft-character-psd/Cargo.toml
arcweft-character-psd,blake3,normal,crates/arcweft-character-psd/Cargo.toml
arcweft-character-psd,png,normal,crates/arcweft-character-psd/Cargo.toml
arcweft-character-psd,psd,normal,crates/arcweft-character-psd/Cargo.toml
arcweft-character-psd,thiserror,normal,crates/arcweft-character-psd/Cargo.toml
arcweft-character-view,arcweft-character,normal,crates/arcweft-character-view/Cargo.toml
arcweft-character-view,arcweft-image,normal,crates/arcweft-character-view/Cargo.toml
arcweft-character-view,arcweft-presentation,normal,crates/arcweft-character-view/Cargo.toml
arcweft-character-view,arcweft-view,normal,crates/arcweft-character-view/Cargo.toml
arcweft-character-view,thiserror,normal,crates/arcweft-character-view/Cargo.toml
arcweft-cli,annotate-snippets,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,anstream,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,anstyle,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-adapter-context,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-adapter-desktop,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-agent-mcp,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-agent-mcp-client,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-agent-policy,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-agent-protocol,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-agent-repl,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-agent-runner,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-bundle,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-character,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-character-psd,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-compiler,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-content-policy,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-core,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-debug-model,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-debug-sqlite,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-desktop-native,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-glyphon,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-host-adapter,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-id,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-image,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-interaction-model,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-lang-hir,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-lang-jit-cranelift,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-lang-sema,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-lang-syntax,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-launch,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-layout,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-player-native,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-player-scene,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-presentation,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-project,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-project-loader,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-rag,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-render-text,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-render-wgpu,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-runtime-accelerator,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-runtime-driver,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-runtime-host,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-runtime-plan,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-runtime-scheduler,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-rust-abi,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-source,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-test,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-text-layout,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-tooling,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-verify,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-verify-oxiz,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-verify-z3,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,arcweft-view,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,base64,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,blake3,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,clap,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,ed25519-dalek,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,num-traits,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,png,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,pollster,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,reedline,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,serde,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,serde_json,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,thiserror,normal,crates/arcweft-cli/Cargo.toml
arcweft-cli,wgpu,normal,crates/arcweft-cli/Cargo.toml
arcweft-codec-arrow,arcweft-data,normal,crates/arcweft-codec-arrow/Cargo.toml
arcweft-codec-arrow,arrow,normal,crates/arcweft-codec-arrow/Cargo.toml
arcweft-codec-arrow,bytes,normal,crates/arcweft-codec-arrow/Cargo.toml
arcweft-codec-arrow,parquet,normal,crates/arcweft-codec-arrow/Cargo.toml
arcweft-codec-avro,apache-avro,normal,crates/arcweft-codec-avro/Cargo.toml
arcweft-codec-avro,arcweft-data,normal,crates/arcweft-codec-avro/Cargo.toml
arcweft-codec-avro,serde_json,normal,crates/arcweft-codec-avro/Cargo.toml
arcweft-codec-binary,arcweft-codec-json,normal,crates/arcweft-codec-binary/Cargo.toml
arcweft-codec-binary,arcweft-data,normal,crates/arcweft-codec-binary/Cargo.toml
arcweft-codec-binary,bincode,normal,crates/arcweft-codec-binary/Cargo.toml
arcweft-codec-binary,serde_json,normal,crates/arcweft-codec-binary/Cargo.toml
arcweft-codec-cbor,arcweft-data,normal,crates/arcweft-codec-cbor/Cargo.toml
arcweft-codec-cbor,ciborium,normal,crates/arcweft-codec-cbor/Cargo.toml
arcweft-codec-cbor,ciborium-io,normal,crates/arcweft-codec-cbor/Cargo.toml
arcweft-codec-cbor,ciborium-ll,normal,crates/arcweft-codec-cbor/Cargo.toml
arcweft-codec-csv,arcweft-data,normal,crates/arcweft-codec-csv/Cargo.toml
arcweft-codec-csv,base64,normal,crates/arcweft-codec-csv/Cargo.toml
arcweft-codec-csv,csv,normal,crates/arcweft-codec-csv/Cargo.toml
arcweft-codec-csv,csv-core,normal,crates/arcweft-codec-csv/Cargo.toml
arcweft-codec-json,arcweft-data,normal,crates/arcweft-codec-json/Cargo.toml
arcweft-codec-json,base64,normal,crates/arcweft-codec-json/Cargo.toml
arcweft-codec-json,serde,normal,crates/arcweft-codec-json/Cargo.toml
arcweft-codec-json,serde_json,normal,crates/arcweft-codec-json/Cargo.toml
arcweft-codec-msgpack,arcweft-data,normal,crates/arcweft-codec-msgpack/Cargo.toml
arcweft-codec-msgpack,rmp,normal,crates/arcweft-codec-msgpack/Cargo.toml
arcweft-codec-msgpack,rmpv,normal,crates/arcweft-codec-msgpack/Cargo.toml
arcweft-codec-toml,arcweft-data,normal,crates/arcweft-codec-toml/Cargo.toml
arcweft-codec-toml,base64,normal,crates/arcweft-codec-toml/Cargo.toml
arcweft-codec-toml,serde,normal,crates/arcweft-codec-toml/Cargo.toml
arcweft-codec-toml,toml,normal,crates/arcweft-codec-toml/Cargo.toml
arcweft-codec-yaml,arcweft-data,normal,crates/arcweft-codec-yaml/Cargo.toml
arcweft-codec-yaml,base64,normal,crates/arcweft-codec-yaml/Cargo.toml
arcweft-codec-yaml,yaml-rust2,normal,crates/arcweft-codec-yaml/Cargo.toml
arcweft-compiler,arcweft-agent-protocol,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-bundle,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-core,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-id,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-lang-hir,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-lang-sema,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-lang-syntax,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-project,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-render-text,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-runtime-plan,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-source,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,arcweft-view,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,blake3,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,thiserror,normal,crates/arcweft-compiler/Cargo.toml
arcweft-compiler,trybuild,development,crates/arcweft-compiler/Cargo.toml
arcweft-config,arcweft-data,normal,crates/arcweft-config/Cargo.toml
arcweft-content-policy,blake3,normal,crates/arcweft-content-policy/Cargo.toml
arcweft-content-policy,serde,normal,crates/arcweft-content-policy/Cargo.toml
arcweft-content-policy,thiserror,normal,crates/arcweft-content-policy/Cargo.toml
arcweft-core,arcweft-id,normal,crates/arcweft-core/Cargo.toml
arcweft-core,arcweft-interaction-model,normal,crates/arcweft-core/Cargo.toml
arcweft-core,arcweft-need,normal,crates/arcweft-core/Cargo.toml
arcweft-core,arcweft-source,normal,crates/arcweft-core/Cargo.toml
arcweft-core,serde,normal,crates/arcweft-core/Cargo.toml
arcweft-core,serde_json,development,crates/arcweft-core/Cargo.toml
arcweft-core,thiserror,normal,crates/arcweft-core/Cargo.toml
arcweft-data,arcweft-data-derive,normal,crates/arcweft-data/Cargo.toml
arcweft-data,trybuild,development,crates/arcweft-data/Cargo.toml
arcweft-data-derive,proc-macro2,normal,crates/arcweft-data-derive/Cargo.toml
arcweft-data-derive,quote,normal,crates/arcweft-data-derive/Cargo.toml
arcweft-data-derive,syn,normal,crates/arcweft-data-derive/Cargo.toml
arcweft-debug-model,arcweft-agent-protocol,normal,crates/arcweft-debug-model/Cargo.toml
arcweft-debug-model,serde,normal,crates/arcweft-debug-model/Cargo.toml
arcweft-debug-model,serde_json,normal,crates/arcweft-debug-model/Cargo.toml
arcweft-debug-model,thiserror,normal,crates/arcweft-debug-model/Cargo.toml
arcweft-debug-sqlite,arcweft-agent-protocol,normal,crates/arcweft-debug-sqlite/Cargo.toml
arcweft-debug-sqlite,arcweft-debug-model,normal,crates/arcweft-debug-sqlite/Cargo.toml
arcweft-debug-sqlite,arcweft-rag,normal,crates/arcweft-debug-sqlite/Cargo.toml
arcweft-debug-sqlite,rusqlite,normal,crates/arcweft-debug-sqlite/Cargo.toml
arcweft-debug-sqlite,serde_json,normal,crates/arcweft-debug-sqlite/Cargo.toml
arcweft-debug-sqlite,thiserror,normal,crates/arcweft-debug-sqlite/Cargo.toml
arcweft-desktop-contract,serde,normal,crates/arcweft-desktop-contract/Cargo.toml
arcweft-desktop-contract,serde_json,development,crates/arcweft-desktop-contract/Cargo.toml
arcweft-desktop-contract,thiserror,normal,crates/arcweft-desktop-contract/Cargo.toml
arcweft-desktop-host,arcweft-desktop-contract,normal,crates/arcweft-desktop-host/Cargo.toml
arcweft-desktop-native,arcweft-desktop-contract,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,arcweft-desktop-host,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,arcweft-id,development,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,arcweft-presentation,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,directories,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,enigo,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,getrandom,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,num-traits,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,rfd,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,serde,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,serde_json,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,thiserror,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,windows,target,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,windows-core,target,crates/arcweft-desktop-native/Cargo.toml
arcweft-desktop-native,xcap,normal,crates/arcweft-desktop-native/Cargo.toml
arcweft-dialogue,arcweft-id,normal,crates/arcweft-dialogue/Cargo.toml
arcweft-dialogue,arcweft-ref,normal,crates/arcweft-dialogue/Cargo.toml
arcweft-dialogue,arcweft-source,normal,crates/arcweft-dialogue/Cargo.toml
arcweft-dialogue,thiserror,normal,crates/arcweft-dialogue/Cargo.toml
arcweft-glyphon,arcweft-presentation,normal,crates/arcweft-glyphon/Cargo.toml
arcweft-glyphon,arcweft-render-text,normal,crates/arcweft-glyphon/Cargo.toml
arcweft-glyphon,arcweft-text-layout,normal,crates/arcweft-glyphon/Cargo.toml
arcweft-glyphon,blake3,normal,crates/arcweft-glyphon/Cargo.toml
arcweft-glyphon,glyphon,normal,crates/arcweft-glyphon/Cargo.toml
arcweft-glyphon,thiserror,normal,crates/arcweft-glyphon/Cargo.toml
arcweft-glyphon,unicode-script,normal,crates/arcweft-glyphon/Cargo.toml
arcweft-host-adapter,arcweft-adapter-context,normal,crates/arcweft-host-adapter/Cargo.toml
arcweft-host-adapter,arcweft-core,normal,crates/arcweft-host-adapter/Cargo.toml
arcweft-host-adapter,thiserror,normal,crates/arcweft-host-adapter/Cargo.toml
arcweft-http-codec,arcweft-data,normal,crates/arcweft-http-codec/Cargo.toml
arcweft-http-codec,http,normal,crates/arcweft-http-codec/Cargo.toml
arcweft-id,thiserror,normal,crates/arcweft-id/Cargo.toml
arcweft-image,image,normal,crates/arcweft-image/Cargo.toml
arcweft-image,serde,normal,crates/arcweft-image/Cargo.toml
arcweft-image,serde_json,development,crates/arcweft-image/Cargo.toml
arcweft-image,thiserror,normal,crates/arcweft-image/Cargo.toml
arcweft-interaction-model,serde,normal,crates/arcweft-interaction-model/Cargo.toml
arcweft-interaction-model,serde_json,development,crates/arcweft-interaction-model/Cargo.toml
arcweft-interaction-model,thiserror,normal,crates/arcweft-interaction-model/Cargo.toml
arcweft-lang-hir,arcweft-lang-syntax,normal,crates/arcweft-lang-hir/Cargo.toml
arcweft-lang-hir,arcweft-source,normal,crates/arcweft-lang-hir/Cargo.toml
arcweft-lang-hir,serde,development,crates/arcweft-lang-hir/Cargo.toml
arcweft-lang-hir,thiserror,normal,crates/arcweft-lang-hir/Cargo.toml
arcweft-lang-hir,trybuild,development,crates/arcweft-lang-hir/Cargo.toml
arcweft-lang-jit-cranelift,arcweft-core,normal,crates/arcweft-lang-jit-cranelift/Cargo.toml
arcweft-lang-jit-cranelift,cranelift,normal,crates/arcweft-lang-jit-cranelift/Cargo.toml
arcweft-lang-jit-cranelift,cranelift-object,normal,crates/arcweft-lang-jit-cranelift/Cargo.toml
